KPI_SK,KPI_DATAELEMENT_SK,KPI_NAME,KPI_DESC,KPI_DATAELEMENT_NAME,KPI_GROUP,KPI_LEVEL,NUMERIC_VALUE,UOM,PERIOD,START_DATE,END_DATE,TARGET_VALUE,TRENDING_DIRECTION,PRIORITY_OUTCOME,PRIORITY_OUTCOME_DESC,PRIORITY_NAME,PRIORITY_AREA_NAME,PRIORITY_AREA_DESC
152,2622,Total Corporate GHG Emissions (Tonnes),"Total Corporate GHG emissions including Buildings, Fleet and street lighting (not transit, Municipal data)",Current Total Corporate GHG Emissions (Tonnes),R,1,66524,tonnes,2016,1/4/2016,31/03/2017,,DOWN,Net-Zero Emissions ,Achieve net zero municipal operations emissions by 2030 and strive for community-wide emission reductions of 75% by 2030 and net-zero by 2050.,Council Priority,Environment,Leadership in climate change action and environmental protection - both as an organization and a region.
152,2622,Total Corporate GHG Emissions (Tonnes),"Total Corporate GHG emissions including Buildings, Fleet and street lighting (not transit, Municipal data)",Current Total Corporate GHG Emissions (Tonnes),R,1,69625,tonnes,2017,1/4/2017,31/03/2018,,DOWN,Net-Zero Emissions ,Achieve net zero municipal operations emissions by 2030 and strive for community-wide emission reductions of 75% by 2030 and net-zero by 2050.,Council Priority,Environment,Leadership in climate change action and environmental protection - both as an organization and a region.
152,2622,Total Corporate GHG Emissions (Tonnes),"Total Corporate GHG emissions including Buildings, Fleet and street lighting (not transit, Municipal data)",Current Total Corporate GHG Emissions (Tonnes),R,1,74947,tonnes,2019,1/4/2019,31/03/2020,,DOWN,Net-Zero Emissions ,Achieve net zero municipal operations emissions by 2030 and strive for community-wide emission reductions of 75% by 2030 and net-zero by 2050.,Council Priority,Environment,Leadership in climate change action and environmental protection - both as an organization and a region.
152,2622,Total Corporate GHG Emissions (Tonnes),"Total Corporate GHG emissions including Buildings, Fleet and street lighting (not transit, Municipal data)",Current Total Corporate GHG Emissions (Tonnes),R,1,76493,tonnes,2018,1/4/2018,31/03/2019,,DOWN,Net-Zero Emissions ,Achieve net zero municipal operations emissions by 2030 and strive for community-wide emission reductions of 75% by 2030 and net-zero by 2050.,Council Priority,Environment,Leadership in climate change action and environmental protection - both as an organization and a region.
153,2624,Total GHG emissions associated with municipal buildings (Tonnes),Total GHG emissions associated with municipal buildings (Municipal data),Current Total GHG emissions associated with municipal buildings (Tonnes),R,2,41697,tonnes,2020,1/4/2020,31/03/2021,,DOWN,Net-Zero Emissions ,Achieve net zero municipal operations emissions by 2030 and strive for community-wide emission reductions of 75% by 2030 and net-zero by 2050.,Council Priority,Environment,Leadership in climate change action and environmental protection - both as an organization and a region.
153,2624,Total GHG emissions associated with municipal buildings (Tonnes),Total GHG emissions associated with municipal buildings (Municipal data),Current Total GHG emissions associated with municipal buildings (Tonnes),R,2,52040,tonnes,2017,1/4/2017,31/03/2018,,DOWN,Net-Zero Emissions ,Achieve net zero municipal operations emissions by 2030 and strive for community-wide emission reductions of 75% by 2030 and net-zero by 2050.,Council Priority,Environment,Leadership in climate change action and environmental protection - both as an organization and a region.
153,2624,Total GHG emissions associated with municipal buildings (Tonnes),Total GHG emissions associated with municipal buildings (Municipal data),Current Total GHG emissions associated with municipal buildings (Tonnes),R,2,52053,tonnes,2019,1/4/2019,31/03/2020,,DOWN,Net-Zero Emissions ,Achieve net zero municipal operations emissions by 2030 and strive for community-wide emission reductions of 75% by 2030 and net-zero by 2050.,Council Priority,Environment,Leadership in climate change action and environmental protection - both as an organization and a region.
153,2624,Total GHG emissions associated with municipal buildings (Tonnes),Total GHG emissions associated with municipal buildings (Municipal data),Current Total GHG emissions associated with municipal buildings (Tonnes),R,2,52712,tonnes,2018,1/4/2018,31/03/2019,,DOWN,Net-Zero Emissions ,Achieve net zero municipal operations emissions by 2030 and strive for community-wide emission reductions of 75% by 2030 and net-zero by 2050.,Council Priority,Environment,Leadership in climate change action and environmental protection - both as an organization and a region.
153,2624,Total GHG emissions associated with municipal buildings (Tonnes),Total GHG emissions associated with municipal buildings (Municipal data),Current Total GHG emissions associated with municipal buildings (Tonnes),R,2,54803,tonnes,2016,1/4/2016,31/03/2017,,DOWN,Net-Zero Emissions ,Achieve net zero municipal operations emissions by 2030 and strive for community-wide emission reductions of 75% by 2030 and net-zero by 2050.,Council Priority,Environment,Leadership in climate change action and environmental protection - both as an organization and a region.
154,2626,Capacity of Renewables Installed (kilowatts),"Amount of power from installed renewable energy systems (solar for now, could include wind and tidal in future), measured in Kilowatts",Current Capacity of Renewables Installed (kilowatts),,1,349.32,kW,2018,1/4/2018,31/03/2019,,UP,Net-Zero Emissions ,Achieve net zero municipal operations emissions by 2030 and strive for community-wide emission reductions of 75% by 2030 and net-zero by 2050.,Council Priority,Environment,Leadership in climate change action and environmental protection - both as an organization and a region.
